timestamp,row_index,feature,raw_values,scaled_values,rule_triggered,rule_details,model_triggered,model_score,model_prediction,severity,suggestion
"2025-09-25 06:28:00","338","model","{""temp"": 45.30852319400845, ""pressure"": 1.015588875955288, ""vibration"": 0.0270674872753729}","{""temp"": -0.8736726261936419, ""pressure"": -0.33306727481566545, ""vibration"": -0.2582774644472806}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.206610","1","",""""""
"2025-09-25 06:29:00","339","model","{""temp"": 49.631575001116595, ""pressure"": 1.0151542466448549, ""vibration"": 0.0372152594312723}","{""temp"": 0.8394406488090517, ""pressure"": -0.34933549644598233, ""vibration"": 0.10287902184144583}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.202304","1","",""""""
"2025-09-25 06:30:00","340","model","{""temp"": 45.83081734418066, ""pressure"": 1.0445675975327002, ""vibration"": 0.0233286975934253}","{""temp"": -0.6667010047467106, ""pressure"": 0.751609376914903, ""vibration"": -0.391339985339588}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.197414","1","",""""""
"2025-09-25 06:31:00","341","model","{""temp"": 49.67819327827197, ""pressure"": 0.9988878824005356, ""vibration"": 0.0417924758989271}","{""temp"": 0.8579142625930258, ""pressure"": -0.9581872519392499, ""vibration"": 0.26578092691428284}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.157185","1","",""""""
"2025-09-25 06:32:00","342","model","{""temp"": 48.792755435528434, ""pressure"": 1.029344640559561, ""vibration"": 0.0152882994186707}","{""temp"": 0.5070382170874828, ""pressure"": 0.18181246731162928, ""vibration"": -0.6774955974823492}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.127135","1","",""""""
"2025-09-25 06:33:00","343","model","{""temp"": 47.78222550700752, ""pressure"": 1.0278469799490306, ""vibration"": 0.0303879742101709}","{""temp"": 0.10659142334555417, ""pressure"": 0.12575487028757534, ""vibration"": -0.14010222600914662}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.228628","1","",""""""
"2025-09-25 06:34:00","344","model","{""temp"": 48.9160315178054, ""pressure"": 1.0369262499486809, ""vibration"": 0.033598566483941}","{""temp"": 0.5558893302505853, ""pressure"": 0.46559291859729185, ""vibration"": -0.02583810904959773}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.217432","1","",""""""
"2025-09-25 06:35:00","345","model","{""temp"": 48.978665922718704, ""pressure"": 1.0068654427154498, ""vibration"": 0.0314012863315057}","{""temp"": 0.5807097199466903, ""pressure"": -0.6595863151020477, ""vibration"": -0.10403871969142757}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.224045","1","",""""""
"2025-09-25 06:36:00","346","model","{""temp"": 49.71837422854414, ""pressure"": 1.0228780901016856, ""vibration"": 0.0326110071331299}","{""temp"": 0.8738369307415551, ""pressure"": -0.06023120877525011, ""vibration"": -0.06098508117915692}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.214551","1","",""""""
"2025-09-25 06:37:00","347","model","{""temp"": 46.388335752088786, ""pressure"": 1.0226828814339295, ""vibration"": 0.024004820614819}","{""temp"": -0.4457709238081995, ""pressure"": -0.0675378901126196, ""vibration"": -0.367276948551409}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.218198","1","",""""""
"2025-09-25 06:38:00","348","model","{""temp"": 47.683096033481256, ""pressure"": 1.03704438223957, ""vibration"": 0.0267701080082514}","{""temp"": 0.06730898477689276, ""pressure"": 0.47001462289506973, ""vibration"": -0.26886111271595803}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.223506","1","",""""""
"2025-09-25 06:39:00","349","model","{""temp"": 45.51483937526509, ""pressure"": 1.0052275425535588, ""vibration"": 0.0273532424511101}","{""temp"": -0.7919148761760584, ""pressure"": -0.7208930935506034, ""vibration"": -0.24810751446982982}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.207176","1","",""""""
"2025-09-25 06:40:00","350","model","{""temp"": 48.23697232030096, ""pressure"": 1.018688147722388, ""vibration"": 0.0288230975032681}","{""temp"": 0.286795787618322, ""pressure"": -0.21706120069811982, ""vibration"": -0.19579576782872027}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.231593","1","",""""""
"2025-09-25 06:41:00","351","model","{""temp"": 45.74367844397477, ""pressure"": 1.0294815166674574, ""vibration"": 0.0248571864483109}","{""temp"": -0.7012318901888855, ""pressure"": 0.18693575468710366, ""vibration"": -0.3369414774029428}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.214758","1","",""""""
"2025-09-25 06:42:00","352","model","{""temp"": 47.78677240618322, ""pressure"": 1.0150189686825566, ""vibration"": 0.0288775758751081}","{""temp"": 0.10839324152529094, ""pressure"": -0.35439896506058854, ""vibration"": -0.19385689720271523}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.230008","1","",""""""
"2025-09-25 06:43:00","353","model","{""temp"": 47.78686337844639, ""pressure"": 1.0147752639479517, ""vibration"": 0.02836822874887}","{""temp"": 0.10842929147302528, ""pressure"": -0.3635208593731437, ""vibration"": -0.2119844246626682}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.229493","1","",""""""
"2025-09-25 06:44:00","354","model","{""temp"": 47.24049116029838, ""pressure"": 1.0050431655294754, ""vibration"": 0.0275465807631704}","{""temp"": -0.108083843637457, ""pressure"": -0.7277943453054355, ""vibration"": -0.24122665585613914}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.222765","1","",""""""
"2025-09-25 06:45:00","355","pressure","{""temp"": 47.58053267706331, ""pressure"": 0.9500328692057568, ""vibration"": 0.0226787414489029}","{""temp"": 0.026665787506039335, ""pressure"": -2.786835627293066, ""vibration"": -0.4144717500058862}","True","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.082465","1","","""Inspect pumps and valves."""
"2025-09-25 06:46:00","356","model","{""temp"": 48.96236547840139, ""pressure"": 1.008576867720966, ""vibration"": 0.0238955840164336}","{""temp"": 0.5742502767583106, ""pressure"": -0.5955274938834334, ""vibration"": -0.3711646497572416}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.215106","1","",""""""
"2025-09-25 06:47:00","357","model","{""temp"": 49.179962250109085, ""pressure"": 1.047653040143671, ""vibration"": 0.0394700226074922}","{""temp"": 0.6604782321108849, ""pressure"": 0.8670978242376871, ""vibration"": 0.1831254378652212}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.182127","1","",""""""
"2025-09-25 06:48:00","358","pressure","{""temp"": 47.42717215537313, ""pressure"": 0.8294896003343772, ""vibration"": 0.0289487816313497}","{""temp"": -0.034107008493492144, ""pressure"": -7.298783089115555, ""vibration"": -0.1913227034572636}","True","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","True","0.035604","-1","","""Inspect pumps and valves."""
"2025-09-25 06:49:00","359","model","{""temp"": 48.18847322901951, ""pressure"": 1.042521561550471, ""vibration"": 0.0227032482564234}","{""temp"": 0.26757685599154674, ""pressure"": 0.6750260310072468, ""vibration"": -0.4135995593064614}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.210007","1","",""""""
"2025-09-25 06:50:00","360","model","{""temp"": 49.659738826148974, ""pressure"": 1.0516141643245185, ""vibration"": 0.0335283867482489}","{""temp"": 0.8506012419942852, ""pressure"": 1.015363126490345, ""vibration"": -0.028335786999185507}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.183817","1","",""""""
"2025-09-25 06:51:00","361","model","{""temp"": 45.77403704517573, ""pressure"": 1.004476578481792, ""vibration"": 0.0424797813356642}","{""temp"": -0.6892015641487576, ""pressure"": -0.7490017591712765, ""vibration"": 0.2902419428619855}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.174115","1","",""""""
"2025-09-25 06:52:00","362","model","{""temp"": 45.5761879645352, ""pressure"": 1.0336813980326496, ""vibration"": 0.0305242015520829}","{""temp"": -0.7676040218604776, ""pressure"": 0.3441377639162878, ""vibration"": -0.1352539314883843}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.215147","1","",""""""
"2025-09-25 06:53:00","363","model","{""temp"": 45.45165084215845, ""pressure"": 1.042276924828632, ""vibration"": 0.0180189427067546}","{""temp"": -0.8169548524990218, ""pressure"": 0.6658692523127223, ""vibration"": -0.5803127360540943}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.149455","1","",""""""
"2025-09-25 06:54:00","364","model","{""temp"": 48.325863872466925, ""pressure"": 1.0391031163769169, ""vibration"": 0.027654126159859}","{""temp"": 0.3220212035619217, ""pressure"": 0.5470732621085173, ""vibration"": -0.2373991440645976}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.224186","1","",""""""
"2025-09-25 06:55:00","365","model","{""temp"": 47.41092687188865, ""pressure"": 1.0169478451493073, ""vibration"": 0.0181993296136697}","{""temp"": -0.04054459287489728, ""pressure"": -0.28220091236292255, ""vibration"": -0.5738928144719887}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.177434","1","",""""""
"2025-09-25 06:56:00","366","model","{""temp"": 48.9567356381937, ""pressure"": 1.018617214068078, ""vibration"": 0.0381870468490525}","{""temp"": 0.5720193171431429, ""pressure"": -0.21971625497462818, ""vibration"": 0.13746467510929683}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.216499","1","",""""""
"2025-09-25 06:57:00","367","model","{""temp"": 47.514564797424605, ""pressure"": 1.0247063739689721, ""vibration"": 0.03432901882107723}","{""temp"": 0.0005244282590763862, ""pressure"": 0.008201652152855489, ""vibration"": 0.00015849349809978936}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.226941","1","",""""""
"2025-09-25 06:58:00","368","model","{""temp"": 46.76508857866878, ""pressure"": 1.0311248077029682, ""vibration"": 0.0179105357690001}","{""temp"": -0.2964735530138568, ""pressure"": 0.2484443141125175, ""vibration"": -0.5841709098608421}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.164022","1","",""""""
"2025-09-25 06:59:00","369","model","{""temp"": 49.45564948309924, ""pressure"": 1.0421902839888697, ""vibration"": 0.0364412225631151}","{""temp"": 0.7697259301855766, ""pressure"": 0.6626262764027755, ""vibration"": 0.07533125753742853}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.194650","1","",""""""
"2025-09-25 07:00:00","370","model","{""temp"": 48.76368571706314, ""pressure"": 1.0413838925497696, ""vibration"": 0.021114642084021}","{""temp"": 0.49551864183705346, ""pressure"": 0.6324429584875686, ""vibration"": -0.47013762643165713}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.198899","1","",""""""
"2025-09-25 07:01:00","371","model","{""temp"": 46.44353484054009, ""pressure"": 0.9918313189034346, ""vibration"": 0.0335056465119705}","{""temp"": -0.4238969571260302, ""pressure"": -1.2223151792638898, ""vibration"": -0.029145105902439343}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.182944","1","",""""""
"2025-09-25 07:02:00","372","model","{""temp"": 46.82406864763738, ""pressure"": 1.0354533263077408, ""vibration"": 0.0358135225557066}","{""temp"": -0.27310128184547705, ""pressure"": 0.410461228993876, ""vibration"": 0.052991582815103355}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.212611","1","",""""""
"2025-09-25 07:03:00","373","model","{""temp"": 46.600057492472494, ""pressure"": 1.0094967142488138, ""vibration"": 0.0307731064014654}","{""temp"": -0.3618710909490065, ""pressure"": -0.5610975398474506, ""vibration"": -0.12639547473135626}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.224516","1","",""""""
"2025-09-25 07:04:00","374","model","{""temp"": 45.78945676531153, ""pressure"": 1.0432267071202173, ""vibration"": 0.0204448930516514}","{""temp"": -0.6830911291042308, ""pressure"": 0.7014197051909672, ""vibration"": -0.493973814661924}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.183810","1","",""""""
"2025-09-25 07:05:00","375","model","{""temp"": 45.7725751753715, ""pressure"": 1.0055626282349224, ""vibration"": 0.0314001648342295}","{""temp"": -0.6897808652257967, ""pressure"": -0.7083508006156537, ""vibration"": -0.10407863347835852}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.218915","1","",""""""
"2025-09-25 07:06:00","376","model","{""temp"": 49.72313390662234, ""pressure"": 1.04358599149664, ""vibration"": 0.0431130852619721}","{""temp"": 0.8757230676800687, ""pressure"": 0.7148677578732224, ""vibration"": 0.3127810595532534}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.154967","1","",""""""
"2025-09-25 07:07:00","377","model","{""temp"": 46.995823492723225, ""pressure"": 1.0430301973031058, ""vibration"": 0.0268935363513457}","{""temp"": -0.20503929270188304, ""pressure"": 0.694064321693897, ""vibration"": -0.26446833112650714}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.216605","1","",""""""
"2025-09-25 07:08:00","378","model","{""temp"": 46.983256380748, ""pressure"": 1.0043785295738714, ""vibration"": 0.0259852657267069}","{""temp"": -0.21001931313971367, ""pressure"": -0.7526717402939767, ""vibration"": -0.2967934387811087}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.216486","1","",""""""
"2025-09-25 07:09:00","379","model","{""temp"": 48.550226601403864, ""pressure"": 1.006351788441347, ""vibration"": 0.0204847578382945}","{""temp"": 0.41093033223017444, ""pressure"": -0.6788124495846345, ""vibration"": -0.49255503760923847}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.200497","1","",""""""
"2025-09-25 07:10:00","380","temp","{""temp"": 33.94035584854176, ""pressure"": 1.0441110235530868, ""vibration"": 0.0279693240538057}","{""temp"": -5.378582412365894, ""pressure"": 0.7345197639672986, ""vibration"": -0.22618133565162307}","True","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","True","0.029056","-1","","""Check cooling system."""
"2025-09-25 07:11:00","381","model","{""temp"": 49.674858809806445, ""pressure"": 1.004328215067856, ""vibration"": 0.0302257355574473}","{""temp"": 0.8565928992487384, ""pressure"": -0.7545550176418887, ""vibration"": -0.1458762560974955}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.204720","1","",""""""
"2025-09-25 07:12:00","382","model","{""temp"": 48.90990556987841, ""pressure"": 1.0259016488817914, ""vibration"": 0.0339829525863662}","{""temp"": 0.5534617760171512, ""pressure"": 0.052940920131635955, ""vibration"": -0.012157910874336276}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.224535","1","",""""""
"2025-09-25 07:13:00","383","model","{""temp"": 47.327497204165475, ""pressure"": 1.051005959882538, ""vibration"": 0.0374200632783689}","{""temp"": -0.07360560571555527, ""pressure"": 0.9925979690995106, ""vibration"": 0.11016793576851115}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.194942","1","",""""""
"2025-09-25 07:14:00","384","model","{""temp"": 46.96490055317093, ""pressure"": 1.0303392900287367, ""vibration"": 0.0407787820467839}","{""temp"": -0.2172932513895962, ""pressure"": 0.21904230345153816, ""vibration"": 0.22970383489958993}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.200154","1","",""""""
"2025-09-25 07:15:00","385","model","{""temp"": 49.798940207984515, ""pressure"": 1.0128768547848854, ""vibration"": 0.0356500630982488}","{""temp"": 0.905763138210538, ""pressure"": -0.4345785176314152, ""vibration"": 0.04717410461405797}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.203338","1","",""""""
"2025-09-25 07:16:00","386","model","{""temp"": 48.54810680514096, ""pressure"": 1.0255288930485564, ""vibration"": 0.0292380987180619}","{""temp"": 0.4100903119666399, ""pressure"": 0.038988629378359556, ""vibration"": -0.18102598602460787}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.231456","1","",""""""
"2025-09-25 07:17:00","387","model","{""temp"": 49.697485886525904, ""pressure"": 0.9977328054230123, ""vibration"": 0.0352229562788106}","{""temp"": 0.8655594227215486, ""pressure"": -1.0014219068954426, ""vibration"": 0.031973487591081186}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.175800","1","",""""""
"2025-09-25 07:18:00","388","pressure","{""temp"": 45.58773415905127, ""pressure"": 1.102096081970584, ""vibration"": 0.0266784359310732}","{""temp"": -0.7630285645252861, ""pressure"": 2.9049067096673653, ""vibration"": -0.27212369732820907}","True","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.086334","1","","""Inspect pumps and valves."""
"2025-09-25 07:19:00","389","model","{""temp"": 49.28055482441864, ""pressure"": 1.0206532034532594, ""vibration"": 0.0241300322764009}","{""temp"": 0.7003404595616505, ""pressure"": -0.14350895427027838, ""vibration"": -0.36282069913581655}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.213570","1","",""""""
"2025-09-25 07:20:00","390","model","{""temp"": 48.084580124993686, ""pressure"": 1.0109176019632349, ""vibration"": 0.0433650173329065}","{""temp"": 0.226406714242325, ""pressure"": -0.5079135605457328, ""vibration"": 0.3217472543124859}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.182728","1","",""""""
"2025-09-25 07:21:00","391","model","{""temp"": 45.682036659421186, ""pressure"": 1.015088529309201, ""vibration"": 0.0334548660482562}","{""temp"": -0.7256589301887241, ""pressure"": -0.3517953033566282, ""vibration"": -0.030952368971162086}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.217958","1","",""""""
"2025-09-25 07:22:00","392","model","{""temp"": 47.947590236679574, ""pressure"": 1.0471734984644367, ""vibration"": 0.039870303854315}","{""temp"": 0.17212117553419018, ""pressure"": 0.8491485278338561, ""vibration"": 0.19737133996164843}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.193094","1","",""""""
"2025-09-25 07:23:00","393","model","{""temp"": 48.241287200196055, ""pressure"": 1.0081069224314003, ""vibration"": 0.0273194356575551}","{""temp"": 0.2885056625766051, ""pressure"": -0.6131175963943769, ""vibration"": -0.24931068917511864}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.226904","1","",""""""
"2025-09-25 07:24:00","394","temp","{""temp"": 52.78938220711613, ""pressure"": 1.0415112611777488, ""vibration"": 0.0280793804881879}","{""temp"": 2.0907977192013467, ""pressure"": 0.6372103798716687, ""vibration"": -0.22226445670279543}","True","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.122431","1","","""Check cooling system."""
"2025-09-25 07:25:00","395","model","{""temp"": 47.27035787991581, ""pressure"": 1.036570044073272, ""vibration"": 0.0253363901073825}","{""temp"": -0.09624843750763364, ""pressure"": 0.45226009453763727, ""vibration"": -0.31988674784573773}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.218240","1","",""""""
"2025-09-25 07:26:00","396","model","{""temp"": 49.10490082420296, ""pressure"": 1.0458606307905487, ""vibration"": 0.0240443461211464}","{""temp"": 0.6307333363987891, ""pressure"": 0.8000077502162481, ""vibration"": -0.3658702463940604}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.203883","1","",""""""
"2025-09-25 07:27:00","397","model","{""temp"": 46.46645311536298, ""pressure"": 1.0459858443007668, ""vibration"": 0.0223838367288422}","{""temp"": -0.4148150393995988, ""pressure"": 0.8046945053117754, ""vibration"": -0.424967329809101}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.196640","1","",""""""
"2025-09-25 07:28:00","398","model","{""temp"": 47.28994216333973, ""pressure"": 1.0390267690758903, ""vibration"": 0.0397313208990801}","{""temp"": -0.0884876940763901, ""pressure"": 0.5442155744557012, ""vibration"": 0.1924249739026234}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.201495","1","",""""""
"2025-09-25 07:29:00","399","vibration","{""temp"": 47.23412661929048, ""pressure"": 1.0411972901602704, ""vibration"": 0.2462163993120703}","{""temp"": -0.11060594611885988, ""pressure"": 0.6254584110669305, ""vibration"": 7.541173472097319}","True","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","True","0.138712","-1","","""Check bearings and mounting."""
"2025-09-25 07:30:00","400","model","{""temp"": 46.60440191819729, ""pressure"": 1.0010243991089152, ""vibration"": 0.0348570911612336}","{""temp"": -0.36014950774494375, ""pressure"": -0.878217202762964, ""vibration"": 0.018952446293568067}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.203886","1","",""""""
"2025-09-25 07:31:00","401","pressure","{""temp"": 49.481098987486014, ""pressure"": 0.9412494931431328, ""vibration"": 0.0240072897857077}","{""temp"": 0.7798109085185984, ""pressure"": -3.1155983338550928, ""vibration"": -0.36718907142246787}","True","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.048768","1","","""Inspect pumps and valves."""
"2025-09-25 07:32:00","402","model","{""temp"": 48.7892730178675, ""pressure"": 1.03093292864913, ""vibration"": 0.02854755536524}","{""temp"": 0.505658225315411, ""pressure"": 0.24126226058063588, ""vibration"": -0.20560223853636808}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.224760","1","",""""""
"2025-09-25 07:33:00","403","temp","{""temp"": 34.309423568845304, ""pressure"": 1.0362193524644068, ""vibration"": 0.0355001934496023}","{""temp"": -5.232330449808472, ""pressure"": 0.4391336700651946, ""vibration"": 0.04184028405965874}","True","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","True","0.016536","-1","","""Check cooling system."""
"2025-09-25 07:34:00","404","model","{""temp"": 50.014064955904736, ""pressure"": 1.052072723533377, ""vibration"": 0.023655418096348}","{""temp"": 0.9910114946696907, ""pressure"": 1.0325270467811796, ""vibration"": -0.37971209036704967}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.156936","1","",""""""
"2025-09-25 07:35:00","405","model","{""temp"": 49.52049485940337, ""pressure"": 1.040459768489203, ""vibration"": 0.032474919739932}","{""temp"": 0.7954224704829866, ""pressure"": 0.5978528959438716, ""vibration"": -0.06582839496276138}","False","{""temp"": ""outside [-1.7885,1.7780]"", ""pressure"": ""outside [-2.0395,2.0778]"", ""vibration"": ""> 1.2697""}","False","-0.208593","1","",""""""
